284.967128	1.046	61.781250	17029	50
969.584488	1.444	240.687500	20000	100
1787.786606	1.762	536.781250	20000	150
2679.464115	2.090	950.062500	20000	200
32771.835206	0.267	1480.531250	20000	250
37278.343195	0.338	2128.187500	20000	300
39699.259259	0.432	2893.031250	20000	350
42829.980880	0.523	3775.062500	20000	400
44786.856240	0.633	4774.281250	20000	450
45336.891192	0.772	5890.687500	20000	500
48566.605505	0.872	7124.281250	20000	550
51428.653061	0.980	8475.062500	20000	600
53336.411181	1.109	9943.031250	20000	650
55727.116166	1.231	11528.187500	20000	700
56089.800570	1.404	13230.531250	20000	750
55825.595016	1.605	15050.062500	20000	800
50647.646271	2.239	19040.687500	20000	900
42219.565742	3.316	23500.062500	20000	1000
35738.413502	4.740	28428.187500	20000	1100
31883.612209	6.323	33825.062500	20000	1200
27947.091897	8.466	39690.687500	20000	1300
19726.820992	13.910	46025.062500	20000	1400
23945.274040	13.155	52828.187500	20000	1500
22855.690326	15.681	60100.062500	20000	1600
22341.252347	18.110	67840.687500	20000	1700
21806.647757	20.801	76050.062500	20000	1800
21297.938475	23.730	84728.187500	20000	1900
20760.735523	26.974	93875.062500	20000	2000
20575.887489	30.006	103490.687500	20000	2100
20505.373884	33.045	113575.062500	20000	2200
20183.688442	36.693	124128.187500	20000	2300
20016.384442	40.287	135150.062500	20000	2400
