15.039674	19.938	61.781250	17131	50
195.378175	7.166	240.687500	20000	100
250.503380	12.575	536.781250	20000	150
420.647487	13.313	950.062500	20000	200
1893.956710	4.620	1480.531250	20000	250
4517.776981	2.789	2128.187500	20000	300
4698.652055	3.650	2893.031250	20000	350
2549.519690	8.786	3775.062500	20000	400
5595.042431	5.067	4774.281250	20000	450
2959.837632	11.825	5890.687500	20000	500
4908.446917	8.628	7124.281250	20000	550
5861.155948	8.599	8475.062500	20000	600
5917.374950	9.996	9943.031250	20000	650
3918.661031	17.506	11528.187500	20000	700
6043.287545	13.031	13230.531250	20000	750
6106.875682	14.672	15050.062500	20000	800
6078.477702	18.656	19040.687500	20000	900
6003.948881	23.318	23500.062500	20000	1000
5884.603467	28.787	28428.187500	20000	1100
5741.792601	35.111	33825.062500	20000	1200
5689.827093	41.583	39690.687500	20000	1300
4830.392029	56.807	46025.062500	20000	1400
6457.169096	48.783	52828.187500	20000	1500
6347.296201	56.465	60100.062500	20000	1600
6423.650970	62.986	67840.687500	20000	1700
