64.375488	4.658	61.781250	17131	50
67.124365	20.858	240.687500	20000	100
67.217480	46.864	536.781250	20000	150
67.420481	83.062	950.062500	20000	200
644.763098	13.571	1480.531250	20000	250
647.253300	19.467	2128.187500	20000	300
648.396219	26.450	2893.031250	20000	350
649.315323	34.498	3775.062500	20000	400
646.937155	43.822	4774.281250	20000	450
650.414034	53.812	5890.687500	20000	500
649.830139	65.171	7124.281250	20000	550
649.560903	77.591	8475.062500	20000	600
649.772388	91.032	9943.031250	20000	650
650.904053	105.392	11528.187500	20000	700
646.918862	121.731	13230.531250	20000	750
649.492440	137.954	15050.062500	20000	800
648.701054	174.811	19040.687500	20000	900
650.065610	215.363	23500.062500	20000	1000
648.739210	261.122	28428.187500	20000	1100
647.998406	311.112	33825.062500	20000	1200
649.267119	364.411	39690.687500	20000	1300
487.668045	562.678	46025.062500	20000	1400
649.720476	484.824	52828.187500	20000	1500
649.117932	552.134	60100.062500	20000	1600
648.346652	624.049	67840.687500	20000	1700
