780.302660	0.382	61.781250	17029	50
1279.780622	1.094	240.687500	20000	100
1345.038429	2.342	536.781250	20000	150
1195.576430	4.684	950.062500	20000	200
8208.330206	1.066	1480.531250	20000	250
7590.409639	1.660	2128.187500	20000	300
7585.174701	2.261	2893.031250	20000	350
7608.722826	2.944	3775.062500	20000	400
7415.663092	3.823	4774.281250	20000	450
7528.517961	4.649	5890.687500	20000	500
7652.706903	5.534	7124.281250	20000	550
7523.522914	6.699	8475.062500	20000	600
7615.563281	7.767	9943.031250	20000	650
7617.998890	9.005	11528.187500	20000	700
7543.833701	10.439	13230.531250	20000	750
7355.120670	12.182	15050.062500	20000	800
6758.855644	16.778	19040.687500	20000	900
5793.026855	24.167	23500.062500	20000	1000
5166.369209	32.789	28428.187500	20000	1100
4803.661838	41.968	33825.062500	20000	1200
4534.653481	52.176	39690.687500	20000	1300
3035.936449	90.384	46025.062500	20000	1400
4165.565723	75.620	52828.187500	20000	1500
4089.924455	87.630	60100.062500	20000	1600
4030.724355	100.379	67840.687500	20000	1700
3951.323467	114.797	76050.062500	20000	1800
3872.678845	130.504	84728.187500	20000	1900
3791.983207	147.680	93875.062500	20000	2000
3778.851410	163.383	103490.687500	20000	2100
3784.037796	179.068	113575.062500	20000	2200
3744.167522	197.801	124128.187500	20000	2300
3701.799853	217.840	135150.062500	20000	2400
