13071.423621	0.036941	240.687500	5365	100
14385.686848	0.391018	950.062500	15625	200
9873.623690	2.260944	2128.187500	27560	300
9875.835782	5.779213	3775.062500	39635	400
9829.354255	11.616094	5890.687500	50746	500
9874.612534	19.693435	8475.062500	60020	600
9816.468517	30.312838	11528.187500	67475	700
9541.643301	44.288251	15050.062500	73365	800
8527.597351	66.827907	19040.687500	78173	900
6976.354603	106.743188	23500.062500	82742	1000
5913.066439	160.699882	28428.187500	87257	1100
5460.381305	217.589443	33825.062500	91676	1200
5128.049172	285.229331	39690.687500	96165	1300
