2795.190489	0.137	61.781250	17029	50
10619.941003	0.170	240.687500	20000	100
22107.423581	0.183	536.781250	20000	150
36716.369199	0.196	950.062500	20000	200
47071.464435	0.239	1480.531250	20000	250
59340.952381	0.273	2128.187500	20000	300
61938.426966	0.356	2893.031250	20000	350
67605.821596	0.426	3775.062500	20000	400
80463.752759	0.453	4774.281250	20000	450
82568.954128	0.545	5890.687500	20000	500
107185.196850	0.508	7124.281250	20000	550
101567.523511	0.638	8475.062500	20000	600
110698.806405	0.687	9943.031250	20000	650
112356.789809	0.785	11528.187500	20000	700
104381.525773	0.970	13230.531250	20000	750
79833.735274	1.443	15050.062500	20000	800
68773.622642	2.120	19040.687500	20000	900
67516.909227	2.666	23500.062500	20000	1000
60668.545961	3.590	28428.187500	20000	1100
50057.952878	5.178	33825.062500	20000	1200
42004.982049	7.242	39690.687500	20000	1300
32154.582574	10.972	46025.062500	20000	1400
35291.049146	11.476	52828.187500	20000	1500
33723.659251	13.664	60100.062500	20000	1600
32508.441445	16.002	67840.687500	20000	1700
31647.497287	18.428	76050.062500	20000	1800
30826.893116	21.079	84728.187500	20000	1900
29811.199073	24.152	93875.062500	20000	2000
29551.041620	26.862	103490.687500	20000	2100
29216.274188	29.819	113575.062500	20000	2200
28820.487303	33.039	124128.187500	20000	2300
28463.969252	36.425	135150.062500	20000	2400
