4016.169465	0.060284	159.406250	2690	100
3928.059306	0.717156	631.281250	7825	200
3852.161153	2.900921	1415.656250	13796	300
3842.676668	7.433714	2512.531250	19837	400
3833.475649	14.905234	3921.906250	25395	500
3824.881394	25.441385	5643.781250	30034	600
3823.154682	38.945577	7678.156250	33763	700
3821.084188	55.337631	10025.031250	36710	800
3823.005444	74.587523	12684.406250	39115	900
3811.423872	97.761146	15656.281250	41401	1000
3785.244536	125.605276	18940.656250	43659	1100
3744.397900	158.757023	22537.531250	45868	1200
